id,title,category_id,category_name,performer,creator,address,price,description,venue_type,tags,latitude,longitude
E0-001-104122539-0,Angus & Julia Stone,music,Concerts &amp; Tour Dates,Angus and Julia Stone,bobfather,Route des Batailleux 3 Gd-Saconnex,None,None,address,concerts folk music tickets viagogocom,46.2337626,6.112297
E0-001-108028127-0,Switchfoot,music,Concerts &amp; Tour Dates,Switchfoot,betsaida_vite,Route des Batailleux 3 Gd-Saconnex,None,None,address,alternative amphitheater band chautauqua christianrock concert music religious rock switchfoot tickets viagogocom,46.2337626,6.112297
E0-001-107267537-7,CINDYTALK & MASSIMO PUPILLO DUO,music,Concerts &amp; Tour Dates,Cindytalk,Caj,None,None, <p>DIMANCHE 05 NOVEMBRE – 21h00 (concert 21h30 !)<p>- OVER THE TOP/STRIKING BEAUTY ROARING/HISSING ORCHESTRAL BASS & MAGNIFICENT CULT SUPER_HAUNTING VOICE DUO_OH/WOUAHOUH !!! -<p><strong>CINDYTALK & MASSIMO PUPILLO DUO</strong> (Écosse/Italie)<br> “BECOMING///ANIMAL”<br> Cindytalk/Gordon Sharp (Écosse) : voix  electronics<br> Massimo Pupillo (Italie) : basse électrique<br><p>BECOMING///ANIMAL est la fantastique collaboration entre le phénoménal bassiste du trio italien ZU  MASSIMO PUPILLO et l’extraordinaire voix & univers de l’écossais transgenre Gordon Sharp  mieux connu sous le nom de CINDYTALK. Un album tout simplement superbe  « A Distant Hand Left » sortant sur le label Trost Records  royalement émouvant  générant l’impression d’un orchestre filtré rugissant et sifflant  ne faisant plus qu’un avec la voix magnifiquement ensorcelante de CYNDYTALK. D’une IMMENSE beauté frissonnante  à la présence incroyablement habitée nous touchant directement l’âme et génialement étrange/inquiétante par moment.<p>Fabuleux & magistral  somptueux  merveilleusement troublant et EXTRÊMEMENT recommandé. Juste parfaitissime pour ce premier dimanche de Novembre.<p>Gordon Sharp/CINDYTALK est l’une des figures les plus séminales et emblématiques de l’underground musical anglais de ces 40 dernières années (!). Ayant sorti son premier album en 1979 (« In Colour » avec le groupe The Freeze)  il est tout de suite remarqué par John Peel qui l’invite à participer à plusieurs de ces fameuses John Peel Sessions. Il a depuis joué tout autour du monde et a sorti des albums solos récents sur des labels tels l’incontournable Editions Mego encensés par les critiques spécialisés.<br> Chanteur et compositeur expérimental  il est l’une des voix les plus reconnaissables de sa génération ayant été le chanteur de This Mortal Coil et participé à plusieurs sessions/concerts avec les Cocteau Twins avant de définitivement entamer une formidable carrière solo hors des sentiers battus.<p>Un immense personnage et une joie non dissimulée de pouvoir le recevoir ici  oh yeah !<p>MASSIMO PUPILLO est un musicien  compositeur et improvisateur originaire de Rome  Italie. Il entame le trio italien culte ZU en 1997 avec lequel il enregistre pas moins de 15 albums sur des labels tels Ipecac Recordings (label de Mike Patton avec lequel il a d’ailleurs souvent joué)  House Of Mythology  Atavistic  etc  etc  etc…<br> Il apparaît sur plus d’une cinquantaine albums au sein de divers contextes/collaborations et a joué plus de 2’000 concerts tout autour du globe dans des situations totalement diverses s’étendant du rock au jazz en passant par la musique contemporaine  etc…<br> Figure & bassiste-clé phénoménal (voire bestial) de la scène aventureuse internationale il a collaboré et joué avec tout ce que cette scène-là compte de meilleur : Mike Patton  The Melvins  David Tibet  Dalek  Peter Brotzmann  Ken Vandermark  Mats Gustafsson  Damo Suzuki  Oren Ambarchi  ThighPaulSandra de Coil  FM Einheit  Stefano Pilia  Andrea Belfi  etc  etc  etc…<p>Tout simplement l’un des bassistes les plus novateurs  puissants  en verve  originaux et incontournables de ces 20 dernières années.<p>Plus d’infos :<br><a href="https://trostrecords.bandcamp.com/album/a-distant-hand-lifted" rel="nofollow">https://trostrecords.bandcamp.com/album/a-distant-hand-lifted</a><br><a href="http://www.cindytalk.com/" rel="nofollow">http://www.cindytalk.com/</a><br><a href="http://m.zuism.net/" rel="nofollow">http://m.zuism.net/</a></p></p></p></p></p></p></p></p></p></p>,named place,alternative cave12org music,46.2,6.16667
E0-001-097564870-3,IAM,music,Concerts &amp; Tour Dates,IAM,evdb,Route des Batailleux 3 Gd-Saconnex,None,None,address,music tickets viagogocom,46.2337626,6.112297
E0-001-100244896-5,Nick Cave & The Bad Seeds,music,Concerts &amp; Tour Dates,Nick Cave and The Bad Seeds,jfisher,Route des Batailleux 3 Gd-Saconnex,None,None,address,alternative indie music nickcave pop punk religious_devotional rock tickets viagogocom,46.2337626,6.112297
E0-001-108412766-0,Gary Beck,music,Concerts &amp; Tour Dates,Gary Beck,evdb,None,None,None,named place,alternative dance gigatoolscom music,46.2,6.16667
E0-001-100386103-9,James Newton Howard,music,Concerts &amp; Tour Dates,James Newton Howard,evdb,Route des Batailleux 3 Gd-Saconnex,None,None,address,composer filmmusic jazz music pop tickets viagogocom,46.2337626,6.112297
E0-001-101203170-0,Priscilla Queen Of The Desert,performing_arts,Performing Arts,Priscilla Queen of the Desert,court929,Route des Batailleux 3 Gd-Saconnex,None,None,address,broadway musical performing_arts performing_arts_shows priscilla_queen_of_the_desert tickets viagogocom,46.2337626,6.112297
E0-001-106116075-4,Oscar Mulero,music,Concerts &amp; Tour Dates,Oscar Mulero,darin1,None,None,None,named place,dance family gigatoolscom music noautotag,46.2,6.16667
E0-001-107963792-3,Animal Trainer,music,Concerts &amp; Tour Dates,ANIMAL TRAINER,evdb,None,None,None,named place,dance gigatoolscom latin metal music,46.2,6.16667
E0-001-110142917-3,sonja moonear - le cabaret fantastique vol I,music,Concerts &amp; Tour Dates,SONJA MOONEAR,Gregory92ede,None,None,None,named place,electronic geneve gigatoolscom music perlon ricardovillalobos ruta5 solidam sonjamoonear,46.2,6.16667
E0-001-101123691-9,Disney On Ice,family_fun_kids,Kids &amp; Family,Disney on Ice,karina25,Route des Batailleux 3 Gd-Saconnex,None,None,address,family noautotag performing_arts performing_arts_shows tickets viagogocom,46.2337626,6.112297
E0-001-101123692-8,Disney On Ice,family_fun_kids,Kids &amp; Family,Disney on Ice,karina25,Route des Batailleux 3 Gd-Saconnex,None,None,address,family noautotag performing_arts performing_arts_shows tickets viagogocom,46.2337626,6.112297
E0-001-101123698-2,Disney On Ice,family_fun_kids,Kids &amp; Family,Disney on Ice,karina25,Route des Batailleux 3 Gd-Saconnex,None,None,address,family noautotag performing_arts performing_arts_shows tickets viagogocom,46.2337626,6.112297
E0-001-109955668-0,Bob Malone,music,Concerts &amp; Tour Dates,Bob Malone,meloontunes,6 Rue de la Servette,None,None,address,blues concerts music reverbnationcom vocal,46.209649,6.1390666
E0-001-109451729-7,Speedy J - Speedy J,music,Concerts &amp; Tour Dates,Speedy J,evdb,None,None,None,named place,electronic gigatoolscom music rock,46.2,6.16667
E0-001-107166436-5,Orelsan,music,Concerts &amp; Tour Dates,OrelSan,evdb,Route des Batailleux 3 Gd-Saconnex,0.00,None,address,music rap_hiphop ticketbiscom tickets viagogocom,46.2337626,6.112297
E0-001-109245093-4,Peppa Pig,performing_arts,Performing Arts,Peppa Pig,sara_sd,19 Quai du Mont-Blanc,None,None,address,performing_arts performing_arts_shows tickets viagogocom,46.2103015,6.1506281
E0-001-110362604-4,FRED FRITH + ZS,music,Concerts &amp; Tour Dates,ZS,evdb,None,None, <p>MERCREDI 14 FEVRIER - 21h00 (concerts 21h30 !)<p>- ABSOLUT LEGEND & PRIMORDIAL UK GENIUS EXPLORATORY GUITAR TOTAL MASTER + SEMINAL « NEW GENERATION » NEW_YORK AVANT_GARDE HIGH TELEPATHIC SOUNDS EXPLORATORY 4TET -<p><strong>FRED FRITH</strong> (UK)<br> Guitare électrique<br> +<br><strong>ZS</strong> (USA)<br> Sam Hillmer : saxophone<br> Patrick Higgins : guitare électrique<br> Greg Fox : batterie<br> Michael Beharie : electronics<p>En collaboration avec le Festival ANTIGEL (<a href="https://www.antigel.ch/fr/" rel="nofollow">https://www.antigel.ch/fr/</a>)<br><p>Ouch & Attention !<p>Fantastique/incroyable & phénoménale venue ici de l’un des inputs les plus premiers/primordiaux qui soit de la cave12  Monsieur Fred Frith  guitariste génie/génial de liberté absolue et à l’inventivité exemplaire. C’est après avoir visionné l’incontournable et ô combien nécessaire & magnifique film documentaire de Nicolas Humbert et Werner Penzel sur le personnage  « Step Across The Border »   qppart en 1990 que la Cave 12 EST devenue la cave12  s’ouvrant à un horizon musical infini et inouï  expérimental et ludique  genre… mais on a le droit de faire ça ? Un film monumental et hautement emblématique qui reste à jamais gravé dans l’ADN de la cave12  pour un résultat  ouch  superbement musical et suivant un Fred Frith globe-trotter se déplaçant dans tous les coins du monde pour jouer avec un pan hallucinant du who is who de la scène expérimentale de l’époque (de John Zorn à Tom Cora en passant par Iva Bittova  Haco  Arto Lindsay  etc…)… S’en suivit un concert solo mythique dans l’antre même de la Cave 12 à Rhino durant les années 90 pendant le fameux Festival Solo… Et  osons le dire  sans ce film et Fred Frith  il n’y aurait peut-être jamais eu de cave12 telle qu’elle est encore aujourd’hui… C’est donc avec une iiiiiiimmense émotion et un honneur absolu que nous recevons ce soir  plus de 25 ans après  celui que l’on est réellement en droit d’appeler une légende vivante  ceci avec la complicité essentielle du Festival Antigel  un grand merci à eux !<p>Fred Frith  donc  et son univers savoureusement bousculé  génie d’une musique expérimentale-ôde suprême à la liberté  virtuose guitaristique absolument magnétique ! Depuis plus de quatre décennies  il trace un sillon singulier entre improvisation baladeuse  rock aventureux et musique contemporaine tentaculaire. Maître de la guitare  il a toujours voulu lui offrir une existence propre. La laisser respirer  hurler au gré de l’inspiration. Comme un matériau avec lequel on exprime ce qui ne se dit pas. Solitaire  le musicien anglais ne s’est pas empêché d’être le copain de route de tout ce qui touche de près ou de loin à l’exploration musicale  de Robert Wyatt à Brian Eno  en passant par John Zorn  Tom Cora  Bill Laswell  etc  etc… Tour à tour bruitiste et/ou onirique  mais toujours d’une profondeur formidablement organique  la musique de ce haut personnage est un appel à la réalité par le rêve. Ou l’inverse.<p>Incontournable et a_b_s_o_l_u_m_e_n_t nécessaire !!!<p>Et  partageant/complétant parfaitement l’affiche  l’un des groupes aventureux/expérimental new-yorkais les plus en verve du moment  comme pour continuer l’Histoire  l’excellent 4tet ZS  portés aux nues par les presses spécialisées du monde entier pour leur approche improvisée-contrôlée de très haut acabit  faisant parfaitement coïncider abstraction sonore et exécution mathématique  tout en rendant les instrumentaux entrelacés aussi lumineux qu’accessible. Une sorte d’alchimie lunaire et concrète  au jeu superbement télépathique et là aussi  profondément organique  ayant sortit une pléthore d’excellents album (dont le dernier en date « Xe » sur le label Northern Spy) avec des musiciens hors-pair (dont le fabuleux Greg Fox à la batterie  membre de Guardian Alien ou Liturgy entres autres) et qui n’est pas sans nous rappeler quelques plages enregistrées de  par exemple  un certain… Fred Frith. Ce n’est du coup pas un hasard si ZS concocte actuellement un nouvel enregistrement (et tournée à venir) avec un autre monstre historique guitaristique de la scène expérimentale internationale  Arto Lindsay  qui bien sûr à joué un nombre incalculable de fois avec Monsieur Fred Frith.<p>Bref  tout se recoupe  tout se regroupe  tout s’étale merveilleusement dans le temps  ZS étant unanimement considéré à juste titre comme l’un des plus frais et excitant représentant d’une certaine scène musicale avant-gardiste new-yorkaise actuelle.<p>Dans le genre  grande & excellente soirée d’exploration musicale en perspective ici  totalement inscrite dans l’Histoire & YES !  tout continue encore et encore et encore !!!<p>Ordre de passage des concerts non-défini & on se pointe  à l’heure !<p>Plus d’infos : <br> FRED FRITH : <br><a href="http://www.fredfrith.com/" rel="nofollow">http://www.fredfrith.com/</a><br> ZS :<br><a href="http://www.zzzsss.com/ZS.htm" rel="nofollow">http://www.zzzsss.com/ZS.htm</a><br> Festival ANTIGEL : <br><a href="https://www.antigel.ch/fr/programme/musique/fred-frith-zs/" rel="nofollow">https://www.antigel.ch/fr/programme/musique/fred-frith-zs/</a><br><a href="https://www.antigel.ch/fr/" rel="nofollow">https://www.antigel.ch/fr/</a></p></p></p></p></p></p></p></p></p></p></p></p></p>,named place,alternative cave12org music rock,46.2,6.16667
E0-001-103472374-2,Soy Luna Geneva,performing_arts,Performing Arts,Soy Luna,sara_sd,Route des Batailleux 3 Gd-Saconnex,126.57,Soy Luna is a new show that every kid wants to see. Don´t miss Soy Luna at Arena Geneva and enjoy unforgettable moment together with your children. Buy the tickets for Soy Luna Geneva at StubHub.,address,and films music performing_arts performing_arts_shows television theatre ticketbiscom tickets viagogocom,46.2337626,6.112297
E0-001-104123401-5,Roch Voisine,music,Concerts &amp; Tour Dates,Roch Voisine,evdb,19 Quai du Mont-Blanc,None,None,address,folk music pop tickets viagogocom,46.2103015,6.1506281
E0-001-110362606-2,KEDA,music,Concerts &amp; Tour Dates,KEDA,Keda_gce,None,None, <p>DIMANCHE 25 FEVRIER - 21h00 (concert 21h30 !)<p>- ENCHANTING & WARM IMAGINARY FOKLORE_EAR_TRAVEL DUO WITH SUPER RARE SOUTH COREAN GÔMUNGO/TRADITIONAL INSTRUMENT VIRTUOSE PLAYER vs SUBTLE ENCOMPASSING ELECTRONICS -<p><strong>KEDA</strong> (France/Corée du Sud)<br> Mathias Delplanque (France) : electronics<br> E’Joung Ju (Corée du Sud) : gômungo (instrument traditionnel coréen à 6 cordes)<br><p>Excellent duo à la résonance sonore profonde et captivante  KEDA est la rencontre étonnante entre l’électroncien français Mathias Delplanque et une sur_virtuose du gômungo (un instrument traditionnel coréen à 6 cordes et rarissime dans un tel contexte exploratoire)  la coréenne du sud  E’Jouing Ju. Entamée en 2010  la collaboration entre les deux musiciens confronte les sonorités majestueusement ancestrales du gômoungo à des textures  des rythmes et des traitements électroniques. Par delà la rencontre de deux pratiques instrumentales séparées par des siècles d¹histoire  le duo réussit haut la main à générer un univers musical fortement original  allant puiser du côté du blues  des musiques africaines ou jamaïcaines  de l¹ambient  du bruitisme  de la musique concrète/électroacoustique  etc  etc  etc…<p>Formidablement envoûtante  hypnotique  chaleureuse  voyageuse et tour à tour dansante ou méditative  leur musique tisse un fascinant folklore imaginaire  merveilleusement apatride  hybride et aventureux. Auteur d’un très beau disque-témoin encensé par les critiques spécialisés (« Hwal » sur le label belge Parenthèses)  KEDA emporte l’auditeur au sein de sonorités ancestralo-futuristes-spatiales  mous invitant irrésistiblement à la dérive auditive et dépaysante par moments.<p>Parfaitement idéal pour un calme/posé dernier dimanche soir de Février et une virtuose d’un instrument rarissime en jeu/scène ce soir.<p>Plus d’infos : <br> KEDA : <br><a href="https://mathiasdelplanque.bandcamp.com/album/hwal" rel="nofollow">https://mathiasdelplanque.bandcamp.com/album/hwal</a></p></p></p></p></p></p></p>,named place,cave12org music,46.2,6.16667
E0-001-112153049-5,Kodo,music,Concerts &amp; Tour Dates,Kodo,chuck,19 Quai du Mont-Blanc,None,None,Concert Hall,concert music rap_hiphop ticketnetworkcom tickets world,46.2,6.16667
E0-001-101920948-9,Kodo,music,Concerts &amp; Tour Dates,Kodo,chuck,19 Quai du Mont-Blanc,None,None,address,concert music rap_hiphop tickets viagogocom world,46.2103015,6.1506281
E0-001-106174163-8,Toto,music,Concerts &amp; Tour Dates,Toto,dvhnvr4040,Route des Batailleux 3 Gd-Saconnex,0.00,None,address,business music pop rock ticketbiscom ticketnetworkcom tickets viagogocom,46.2337626,6.112297
E0-001-108815120-3,Mariza,music,Concerts &amp; Tour Dates,Mariza,ben88,19 Quai du Mont-Blanc,None,None,address,fado latin music pop tickets viagogocom,46.2103015,6.1506281
E0-001-101728840-0,Marcus Miller,music,Concerts &amp; Tour Dates,Marcus Miller,bibig007,19 Quai du Mont-Blanc,None,None,address,bass marcus miller music pop randb tickets viagogocom,46.2103015,6.1506281
E0-001-109421259-6,Arena de Genève,music,Concerts &amp; Tour Dates,Julien Clerc,evdb,Route des Batailleux 3 Gd-Saconnex,None,None,address,music pop ticketbiscom tickets viagogocom,46.2337626,6.112297
E0-001-103906519-3,Calogero,music,Concerts &amp; Tour Dates,Calogero,demongurl,Route des Batailleux 3 Gd-Saconnex,None,None,address,music pop rock ticketbiscom ticketnetworkcom tickets viagogocom,46.2337626,6.112297
E0-001-100763693-6,Shaka Ponk,music,Concerts &amp; Tour Dates,SHAKA PONK,evdb,Route des Batailleux 3 Gd-Saconnex,None,None,address,alternative electronic music rock tickets viagogocom,46.2337626,6.112297
E0-001-112332261-4,REBECCA LANE  CLARA DE ASIS  GOLEM MÉCANIQUE  MIKE MAJKOWSKI & STEPHANE GARIN PLAYS DIATRIBES,music,Concerts &amp; Tour Dates,Mike Majkowski,joannek,None,None,None,named place,cave12org music rap_hiphop,46.2,6.16667
E0-001-104131179-4,Indochine,music,Concerts &amp; Tour Dates,Indochine,BillyChic,Route des Batailleux 3 Gd-Saconnex,None,None,address,music pop rock ticketbiscom tickets viagogocom,46.2337626,6.112297
E0-001-110705296-4,Bigflo & Oli Geneva,music,Concerts &amp; Tour Dates,BigFlo et Oli,evdb,Route des Batailleux 3 Gd-Saconnex,178.70,There are only few things in this world that can get us here at StubHub really excited! Needless to say  Bigflo Et Oli is one such thing and needs no excuse! That’s why we at StubHub are even more excited to now sell Bigflo Et Oli tickets! Yes making an appearance at the coveted Arena Geneva  Bigflo Et Oli is certain to be one of the most exciting things you’ll witness this year! So stop your dilly dallying and buy your Bigflo & Oli Geneva tickets now!,address,music rap_hiphop ticketbiscom tickets,46.2337626,6.112297
E0-001-109416065-5,Arena de Genève,music,Concerts &amp; Tour Dates,Louane,sara_sd,Route des Batailleux 3 Gd-Saconnex,None,None,address,music pop ticketbiscom tickets viagogocom,46.2337626,6.112297
E0-001-111920856-6,sonja moonear,music,Concerts &amp; Tour Dates,SONJA MOONEAR,Gregory92ede,None,None,None,named place,electronic geneve gigatoolscom music perlon ricardovillalobos ruta5 solidam sonjamoonear,46.2,6.16667
E0-001-113592954-4,JOHN WIESE + PERLONEX + PASSEURS DE DISQUES,music,Concerts &amp; Tour Dates,John Wiese,ERMP,None,None,None,named place,alternative cave12org music,46.2,6.16667
